Hotel_ID,hotel_name,City,ADDRESS
356C24F8-0780-EF11-81A1-005056816226,נירוונה קלאב,אילת,סמטת שפיפון 9
376C24F8-0780-EF11-81A1-005056816226,מלון אריאה,אילת,דרך מצרים 9
396C24F8-0780-EF11-81A1-005056816226,שוקרון גרופ,נהריה,העלייה 65
3D6C24F8-0780-EF11-81A1-005056816226,מלון אלמא - כרם ניהול בתי מלון בע"מ,זכרון יעקב,יאיר 1
3F6C24F8-0780-EF11-81A1-005056816226,מלון אבן דרך מצפה רמון,מצפה רמון,בן גוריון 2
416C24F8-0780-EF11-81A1-005056816226,סוויטות רמון מצפה רמון,מצפה רמון,נחל מישר 8
436C24F8-0780-EF11-81A1-005056816226,מלון אייל ירושלים,ירושלים,שמאי 21
456C24F8-0780-EF11-81A1-005056816226,מלון יערים - קיבוץ מעלה החמישה,מעלה החמישה,מעלה החמישה 1
496C24F8-0780-EF11-81A1-005056816226,משולם לוינשטין מלון שדות בע"מ,באר יעקב,אסף סנטר אסף הרופא 7030
4B6C24F8-0780-EF11-81A1-005056816226,מלון ברגר,טבריה,נייברג 27
4F6C24F8-0780-EF11-81A1-005056816226,עין החולה (כפר גלעדי) בע"מ - מלון גליליון,יסוד המעלה,בכניסה לאגמון החולה 1
536C24F8-0780-EF11-81A1-005056816226,מלון שפיים אגש"ח בע"מ,שפיים,שפיים 1
576C24F8-0780-EF11-81A1-005056816226,אוללה כרמל סוויטס,חיפה,יפה נוף 1
5B6C24F8-0780-EF11-81A1-005056816226,חברת מלונות אסטוריב בע"מ,טבריה,ברוריה 11
5D6C24F8-0780-EF11-81A1-005056816226,מעגן עדן ש.ר.,מעגן,מעגן 10
656C24F8-0780-EF11-81A1-005056816226,דברה בראון,תל אביב - יפו,בן יהודה 87
676C24F8-0780-EF11-81A1-005056816226,לייטהאוס תל אביב,תל אביב - יפו,בן יהודה 1
6B6C24F8-0780-EF11-81A1-005056816226,ש.ר.י ניהול בע"מ,ירושלים,שחראי 24
6D6C24F8-0780-EF11-81A1-005056816226,Spirit of herzl (הרצל),ירושלים,שמאי 6
6F6C24F8-0780-EF11-81A1-005056816226,מלונית זריחה בגלבוע,ברק,משק 47 47
716C24F8-0780-EF11-81A1-005056816226,סי פרל,חיפה,רציף אהרון רוזנפלד 11
736C24F8-0780-EF11-81A1-005056816226,מלון בראון אילת,אילת,קאמן 17
756C24F8-0780-EF11-81A1-005056816226,מלון קומפורט אילת,אילת,חטיבת הנגב 14
776C24F8-0780-EF11-81A1-005056816226,יו ג'י נדלן בעמ,טבריה,ציפורי 2
7B6C24F8-0780-EF11-81A1-005056816226,מלון רזידנס מרשת זיבוטל בע"מ,נתניה,מכנס גד 18
7D6C24F8-0780-EF11-81A1-005056816226,אירוח כפרי אל מול גולן,שער הגולן,111 53
816C24F8-0780-EF11-81A1-005056816226,הוליגסט 2,תל אביב - יפו,הרב אהרונסון 20
856C24F8-0780-EF11-81A1-005056816226,סולומון פאלאס הוטל - מלון המלך שלמה ירושלים (קסיה),ירושלים,דוד המלך 32
876C24F8-0780-EF11-81A1-005056816226,קפה ג'ון 13 בע"מ - מלון קלאב רמון,מצפה רמון,נחל גרופית 5
8B6C24F8-0780-EF11-81A1-005056816226,אנ"א פוריה - אגודת אכסניות הנוער,פוריה עילית,פוריה 1
8D6C24F8-0780-EF11-81A1-005056816226,מלון גולן  (מלונות כנרת ),טבריה,אחד העם 61
8F6C24F8-0780-EF11-81A1-005056816226,חברה לפיתוח ובניין בערבה בע"מ,ספיר,ד.נ ערבה 8682500 1
916C24F8-0780-EF11-81A1-005056816226,אחוזת הכפר,מגדל,התמר 6
936C24F8-0780-EF11-81A1-005056816226,אירוח כפרי עין חרוד איחוד,עין חרוד (איחוד),1 1
956C24F8-0780-EF11-81A1-005056816226,חאן עין גדי בע"מ,עין גדי,בית ראשון במולדת 1
976C24F8-0780-EF11-81A1-005056816226,מלון ביי ויו חיפה (חברת אפריקה ישראל תיירות ונופש),חיפה,שדרות הנשיא 101
996C24F8-0780-EF11-81A1-005056816226,נופי כנען בע"מ,תל אביב - יפו,המסגר 64
9D6C24F8-0780-EF11-81A1-005056816226,סי אנד רנט בע"מ,תל אביב - יפו,הרברט סמואל 32
9F6C24F8-0780-EF11-81A1-005056816226,מלון אינדיגו רמת גן (חברת מלונות אפריקה בע'מ),רמת גן,אהליאב 5
A16C24F8-0780-EF11-81A1-005056816226,דגנית דגניה ב,דגניה ב',78 3
A36C24F8-0780-EF11-81A1-005056816226,המכללה האקדמית עמק יזרעאל - מעונות הסטודנטים,עפולה,תאשור 10
A76C24F8-0780-EF11-81A1-005056816226,אלנבי 2 בית הארחה,ירושלים,ככר אלנבי פינת תורה מציון 2
AB6C24F8-0780-EF11-81A1-005056816226,ג'ייקוב אילת,אילת,חטיבת הנגב 3
AD6C24F8-0780-EF11-81A1-005056816226,ג'יקוב טבריה,טבריה,אוהל יעקב 2
AF6C24F8-0780-EF11-81A1-005056816226,ריזורט חדרה,חדרה,רחבעם זאבי 2
B16C24F8-0780-EF11-81A1-005056816226,סי לייף נהריה,נהריה,העליה 75
B56C24F8-0780-EF11-81A1-005056816226,מדרשת שדמות מחולה ע"ר,שדמות מחולה,שדמות מחולה 1
B96C24F8-0780-EF11-81A1-005056816226,ישיבת בני עקיבא כפר הרא"ה,כפר הרא"ה,הישיבה 1
BB6C24F8-0780-EF11-81A1-005056816226,גוליאן מגדלים,טבריה,דרך גדוד ברק 17
BD6C24F8-0780-EF11-81A1-005056816226,מלון קדם ירושלים בע"מ,ירושלים,זאב  וילנאי 4
C36C24F8-0780-EF11-81A1-005056816226,תל אביב הילטון בע"מ,תל אביב - יפו,הירקון 205
C56C24F8-0780-EF11-81A1-005056816226,ללה מלון בוטיק,תל אביב - יפו,דרך בן צבי 78
C76C24F8-0780-EF11-81A1-005056816226,מלון מיאמי ביץ' ת"א,תל אביב - יפו,אלנבי 8
CB6C24F8-0780-EF11-81A1-005056816226,אלום שין בע"מ,תל אביב - יפו,התחיה 19
CD6C24F8-0780-EF11-81A1-005056816226,מלון קוסמופוליטן תל אביב רנסנס תל אביב,תל אביב - יפו,הירקון 121 121
CF6C24F8-0780-EF11-81A1-005056816226,בראון ברוט,תל אביב - יפו,יחזקאל קויפמן 6
D36C24F8-0780-EF11-81A1-005056816226,חאן בית העמק בע"מ,בית העמק,חאן בית העמק 1
D56C24F8-0780-EF11-81A1-005056816226,מלון לאגו מרשת סמארט הוטלס,טבריה,יוחנן בן זכאי 41
D76C24F8-0780-EF11-81A1-005056816226,Stylish Tel Aviv,תל אביב - יפו,המסגר 68
D96C24F8-0780-EF11-81A1-005056816226,פנינת הכנרת,טבריה,גדוד ברק 15
DB6C24F8-0780-EF11-81A1-005056816226,אחוזות בגליל בע"מ,חצור הגלילית,יער ביריה 1
DD6C24F8-0780-EF11-81A1-005056816226,מלון אורכידאה בע"מ - סטאי כנרת,רמות,חוף כורסי כנרת 1
DF6C24F8-0780-EF11-81A1-005056816226,מלון ימית תל אביב בע"מ - אורכידאה תל אביב,תל אביב - יפו,הירקון 79
E16C24F8-0780-EF11-81A1-005056816226,מלון בניין האופרה שותפות מוגבלת,תל אביב - יפו,אלנבי 1
E36C24F8-0780-EF11-81A1-005056816226,הוד המדבר מלון בע"מ,נווה זוהר,עין בוקק מועצה אזורית תמר 1
E56C24F8-0780-EF11-81A1-005056816226,פפו אחזקות ותיירות בע"מ - ריף אילת,אילת,החוף הדרומי 1
E76C24F8-0780-EF11-81A1-005056816226,פבר בע"מ - דה הרברט,תל אביב - יפו,אלנבי 4
E96C24F8-0780-EF11-81A1-005056816226,מלון מגדלות תל אביב שותפות מוגבלת - הרברט ירושלים,ירושלים,שמאי 25
EB6C24F8-0780-EF11-81A1-005056816226,מלון מגדלות תל אביב שותפות מוגבלת - אוקיינוס,הרצליה,אלי לנדאו 50
ED6C24F8-0780-EF11-81A1-005056816226,בית הקישלה יפו בע"מ - סטאי ת"א,תל אביב - יפו,דוד רזיאל 22
EF6C24F8-0780-EF11-81A1-005056816226,מלונות צל - מילוס ים המלח,נווה זוהר,עין בוקק מועצה אזורית תמר 1
F16C24F8-0780-EF11-81A1-005056816226,מלון אורכידאה בע"מ - אורכידאה אילת,אילת,החוף הדרומי 1
F36C24F8-0780-EF11-81A1-005056816226,נאות גולף קיסריה קייט ונופש,קיסריה,רוטשילד 1
F56C24F8-0780-EF11-81A1-005056816226,אס קיי מלון קולוני בע"מ,שבי ציון,האלה 3
F76C24F8-0780-EF11-81A1-005056816226,מלון עדן אין,זכרון יעקב,דרך אהרון 1
FF6C24F8-0780-EF11-81A1-005056816226,סלינה אופרציה אלמוג,אלמוג,קיבוץ אלמוג 1
036D24F8-0780-EF11-81A1-005056816226,סלינה  פרוד (ראי יזמות מכמורת),פרוד,קיבוץ פרוד 1
056D24F8-0780-EF11-81A1-005056816226,סלינה  לוחמי (ראי יזמות מכמורת),לוחמי הגיטאות,קיבוץ לוחמי הגיטאות 1
076D24F8-0780-EF11-81A1-005056816226,סלינה אופרציה קפסולה,תל אביב - יפו,אריה שנקר 2
0B6D24F8-0780-EF11-81A1-005056816226,סלינה אופרציה כנרת,מגדל,דרך המלונות 1
0D6D24F8-0780-EF11-81A1-005056816226,סלינה אופרציה בית אורן,בית אורן,קיבוץ בית אורן 1
0F6D24F8-0780-EF11-81A1-005056816226,סלינה אופרציה אדמה,מצפה רמון,הר בוקר 4
136D24F8-0780-EF11-81A1-005056816226,אירוח כפרי בקיבוץ אילות,אילות,אילות 1
156D24F8-0780-EF11-81A1-005056816226,ארצפת מוטל כנען,צפת,האודם 10
176D24F8-0780-EF11-81A1-005056816226,בראון ביץ האוס,תל אביב - יפו,הירקון 64
1B6D24F8-0780-EF11-81A1-005056816226,כנרת מלונאות ופנאי בע"מ,טבריה,מעלה מנורה 1
1F6D24F8-0780-EF11-81A1-005056816226,מלון נפטון אילת,אילת,החוף הצפוני 1
216D24F8-0780-EF11-81A1-005056816226,דן פנורמה חיפה,חיפה,שדרות הנשיא 107
236D24F8-0780-EF11-81A1-005056816226,החברה לתיירות ופיתוח של קרן ירוחם החדשה בע"מ,ירוחם,צבי בורנשטיין 108
256D24F8-0780-EF11-81A1-005056816226,איי.אס.אינטגרטיב סולושנס בעמ,ראשון לציון,חיל השריון 5
276D24F8-0780-EF11-81A1-005056816226,כפר המכביה בע"מ,רמת גן,פרץ ברנשטיין 7
296D24F8-0780-EF11-81A1-005056816226,רמות שפירא מרכז חינוכי ע,ר,בית מאיר,רמות שפירא 1
2B6D24F8-0780-EF11-81A1-005056816226,מדרשת הדרום,נטע,מבוא מרשם 3
2D6D24F8-0780-EF11-81A1-005056816226,ספרה מלונאות ונופש בע"מ,אילת,חיל ההנדסה 6
2F6D24F8-0780-EF11-81A1-005056816226,רוקסון סי סנד בת ים,בת ים,בן גוריון 95
316D24F8-0780-EF11-81A1-005056816226,אחוזת רפאל טבריה,טבריה,הרב חיים סמאגא 3 טבריה 3
336D24F8-0780-EF11-81A1-005056816226,מלון אל ים,נתניה,שולמית 3
356D24F8-0780-EF11-81A1-005056816226,אפסילון דלתא מלונאות בע"מ (מלון ליגאסי נצרת),נצרת,פאולוס השישי 1
396D24F8-0780-EF11-81A1-005056816226,Speed Spaces,תל אביב - יפו,המסגר 68
3D6D24F8-0780-EF11-81A1-005056816226,וב סוויטות בעמ,ירושלים,הרב קוק 7
3F6D24F8-0780-EF11-81A1-005056816226,גולדן קראון חיפה בע"מ,חיפה,דרך יפו 115
416D24F8-0780-EF11-81A1-005056816226,גולדן קראון אולד סיטי בע"מ,נצרת,הגליל 16
436D24F8-0780-EF11-81A1-005056816226,דה בלנד - גולדן קראון בוטיק נצרת בע"מ,נצרת,פאולוס השישי 62
456D24F8-0780-EF11-81A1-005056816226,גולדן קראון תיירות בע"מ,נצרת,2015 1
476D24F8-0780-EF11-81A1-005056816226,טמפלר האוס בע"מ (מלון בוטיק טמפלר),חיפה,שדרות בן גוריון 36
496D24F8-0780-EF11-81A1-005056816226,ואי ואי אפרטמנטס בע"מ,תל אביב - יפו,הירקון 56
4B6D24F8-0780-EF11-81A1-005056816226,דולפין וילג' (חברת רן וינרבה ניהול מלונות בע"מ),שבי ציון,הגפן 8
4D6D24F8-0780-EF11-81A1-005056816226,אוליב אין נהריה בעמ,נהריה,שדרות הנשיא 1
4F6D24F8-0780-EF11-81A1-005056816226,מלון אייץ' סבן טי.אל.וי ו.או לנקריס יזמות בע"מ,תל אביב - יפו,בן יהודה 77
516D24F8-0780-EF11-81A1-005056816226,ב.נ.ב ישראל שכירות לטווח קצר בע"מ,תל אביב - יפו,דניאל 15 10
536D24F8-0780-EF11-81A1-005056816226,וילה מארי,מגדל,מגדל 000
596D24F8-0780-EF11-81A1-005056816226,ד.ד ריינס 6 בע"מ,תל אביב - יפו,ריינס 6
5B6D24F8-0780-EF11-81A1-005056816226,ד.ד בית אשל 24 בע"מ,תל אביב - יפו,אשל 24
5D6D24F8-0780-EF11-81A1-005056816226,ד.ד מלונות מונטיפיורי,תל אביב - יפו,מונטיפיורי 27
5F6D24F8-0780-EF11-81A1-005056816226,ד.ד בוגרשוב 69 בע"מ,תל אביב - יפו,בוגרשוב 69
616D24F8-0780-EF11-81A1-005056816226,ד.ד וילה בן יהודה בע"מ,תל אביב - יפו,בן יהודה 67
636D24F8-0780-EF11-81A1-005056816226,ד.ד ניהול נכסים,תל אביב - יפו,ריינס 6
676D24F8-0780-EF11-81A1-005056816226,סוויטות יוקרה ירושלים בע"מ,ירושלים,מונבז 3
6B6D24F8-0780-EF11-81A1-005056816226,באיי גאלי,גבעת יואב,גבעת יואב 1
736D24F8-0780-EF11-81A1-005056816226,מלון חוף עכו-עכו ביץ' בע"מ,עכו,דרך הארבעה 1
756D24F8-0780-EF11-81A1-005056816226,מלון לואי תלפיות חיפה,חיפה,החלוץ 35
776D24F8-0780-EF11-81A1-005056816226,סי דרים מלונות בע"מ,תל אביב - יפו,טרומפלדור 1
796D24F8-0780-EF11-81A1-005056816226,מלון שני,ירושלים,שמאי 6
816D24F8-0780-EF11-81A1-005056816226,רייזר הצפון,ראש פינה,האירוס-מול גן הברון 1
856D24F8-0780-EF11-81A1-005056816226,מלון וורט ירושלים (חברת מלונות הירדן מ.ה.י),ירושלים,העליה 1
876D24F8-0780-EF11-81A1-005056816226,מלון בוטיק חאן עין כרם (ג'יפסי אירוח בע"מ),ירושלים,מדרגות הכפר 26
896D24F8-0780-EF11-81A1-005056816226,מאסטר בת ים,בת ים,יוחנן הסנדלר 4
8B6D24F8-0780-EF11-81A1-005056816226,מלון בראון רד סי אילת,אילת,גן בינימין 10
8D6D24F8-0780-EF11-81A1-005056816226,מלון בראון לייטהאוס אילת,אילת,שדרות התמרים 2
9B6D24F8-0780-EF11-81A1-005056816226,מלון דיאנה,חיפה,הבנקים 5
9D6D24F8-0780-EF11-81A1-005056816226,מלון נובה - רשת מלונות אטלס,אילת,חטיבת הנגב 6
9F6D24F8-0780-EF11-81A1-005056816226,מלון ים - רשת מלונות אטלס,תל אביב - יפו,יורדי הסירה 16
A16D24F8-0780-EF11-81A1-005056816226,מלון שלום - רשת מלונות אטלס,תל אביב - יפו,הירקון 216
A36D24F8-0780-EF11-81A1-005056816226,מלון בצלאל - רשת מלונות אטלס,ירושלים,מסילת ישרים 1
A56D24F8-0780-EF11-81A1-005056816226,מלון ארתור - רשת מלונות אטלס,ירושלים,דורות ראשונים 13
A76D24F8-0780-EF11-81A1-005056816226,מלון פבריק - רשת מלונות אטלס,תל אביב - יפו,נחלת בנימין 28
A96D24F8-0780-EF11-81A1-005056816226,מלון 65 - רשת מלונות אטלס,תל אביב - יפו,רוטשילד 65
AB6D24F8-0780-EF11-81A1-005056816226,מלון מרקט האוס - רשת מלונות אטלס,תל אביב - יפו,בית האשל 5
AD6D24F8-0780-EF11-81A1-005056816226,מלון בק סטייג' - רשת מלונות אטלס,תל אביב - יפו,בלינסון 6
AF6D24F8-0780-EF11-81A1-005056816226,מלון ארטיסט - רשת מלונות אטלס,תל אביב - יפו,בן יהודה 35
B16D24F8-0780-EF11-81A1-005056816226,מלון מלודי - רשת מלונות אטלס,תל אביב - יפו,הירקון 220
B36D24F8-0780-EF11-81A1-005056816226,מלון סינמה - רשת מלונות אטלס,תל אביב - יפו,זמנהוף 1
B56D24F8-0780-EF11-81A1-005056816226,מלון סנטר - רשת מלונות אטלס,תל אביב - יפו,זמנהוף 2
B76D24F8-0780-EF11-81A1-005056816226,מלון טל - רשת מלונות אטלס,תל אביב - יפו,הירקון 287
B96D24F8-0780-EF11-81A1-005056816226,דב מיינד בע"מ,ירושלים,המלך דוד 19
BB6D24F8-0780-EF11-81A1-005056816226,מלון נבל דוד נתניה בעמ,נתניה,עובד בן עמי 41
BD6D24F8-0780-EF11-81A1-005056816226,מרגוע נתניה,נתניה,גד מכנס 9
BF6D24F8-0780-EF11-81A1-005056816226,גינות ים נתניה,נתניה,דוד המלך 9
C16D24F8-0780-EF11-81A1-005056816226,הגבעה בית אירוח וסמינרים,מענית,גבעת חביבה מרכז סמינרים 1
C56D24F8-0780-EF11-81A1-005056816226,מלון דניאל הרצליה,הרצליה,אלי לנדאו 60
C96D24F8-0780-EF11-81A1-005056816226,צפורי בכפר,חפץ חיים,מרכז קליטה 1
CB6D24F8-0780-EF11-81A1-005056816226,צפורי בכנרת,טבריה,אהל יעקב 4
D16D24F8-0780-EF11-81A1-005056816226,כפר הנופש - קיבוץ כפר מסריק,כפר מסריק,כפר מסריק 1
D76D24F8-0780-EF11-81A1-005056816226,מלון שלום (אילת) בע"מ - מלון נווה אילן,נווה אילן,השיירה 2
D96D24F8-0780-EF11-81A1-005056816226,תיירות כרמים אגודה שיתופית חקלאית,כרמים,כרמים 111
DB6D24F8-0780-EF11-81A1-005056816226,מלון אלומה,גבעת יואב,שדרת המלוניות 267
DD6D24F8-0780-EF11-81A1-005056816226,בית דירות-בית אורן בית שאן,בית שאן,שאול המלך/התומר 70
DF6D24F8-0780-EF11-81A1-005056816226,מלון מטיילים מדברי לוטן אגש"ח בע"מ,לוטן,קיבוץ לוטן 1
E16D24F8-0780-EF11-81A1-005056816226,מלון "ביר גארדן" - "Beer Garden",תל אביב - יפו,יונה הנביא 35
EF6D24F8-0780-EF11-81A1-005056816226,שינקין 20 בע"מ,תל אביב - יפו,שינקין 20
F16D24F8-0780-EF11-81A1-005056816226,דיזי לייף בע"מ,תל אביב - יפו,דיזנגוף 83
F36D24F8-0780-EF11-81A1-005056816226,המרכז לחינוך וספורט ימי קיסריה,שדות ים,ד.נ. מנשה 37804 1
F56D24F8-0780-EF11-81A1-005056816226,מאסטר שנקין (גאלה הום),תל אביב - יפו,שינקין 38
F96D24F8-0780-EF11-81A1-005056816226,רשת אלטה גלילאה,יסוד המעלה,השקד 7
FB6D24F8-0780-EF11-81A1-005056816226,מלון אינדיגו רמת גן (חברת איבו תפעול בע'מ),רמת גן,אהליאב 5
FD6D24F8-0780-EF11-81A1-005056816226,בית ספר שדה שדה בוקר,מדרשת בן גוריון,מדרשת שדה בוקר 1
FF6D24F8-0780-EF11-81A1-005056816226,ישוב נווה שלום חברה מוגבלת בערבות,נווה שלום,ישוב נווה שלום 1
036E24F8-0780-EF11-81A1-005056816226,בית הארחה בית האלה,ירושלים,הארי טרומן 43
056E24F8-0780-EF11-81A1-005056816226,י.ש מרגוע בע"מ,ירושלים,ירמיהו 33
0B6E24F8-0780-EF11-81A1-005056816226,TOROHOME,אשדוד,מדרחוב הנביאים 1 43
0D6E24F8-0780-EF11-81A1-005056816226,אורי ליבסטר,אניעם,371 371
0F6E24F8-0780-EF11-81A1-005056816226,מלון ארבל,תל אביב - יפו,חולדה 11
156E24F8-0780-EF11-81A1-005056816226,מלון ארנה בע"מ,נהריה,ז'בוטינסקי 29
196E24F8-0780-EF11-81A1-005056816226,וילה לה וידה,מגדל,השיזף 3
1D6E24F8-0780-EF11-81A1-005056816226,תולי בית הדואר ירושלים בעמ,ירושלים,יפו 23
1F6E24F8-0780-EF11-81A1-005056816226,חוף גיא בע"מ,טבריה,שדרות אליעזר קפלן 1
256E24F8-0780-EF11-81A1-005056816226,אמריקנה אין (ישראל ) בע"מ,אילת,קאמן 10
276E24F8-0780-EF11-81A1-005056816226,הבית ב.י.מ בע"מ,בת ים,אריק אינשטיין 1
2B6E24F8-0780-EF11-81A1-005056816226,קורט יארד השקעות בעמ,בת ים,הציפורנים 7
2D6E24F8-0780-EF11-81A1-005056816226,מלון אירופה טבריה,טבריה,הפלמח 3
2F6E24F8-0780-EF11-81A1-005056816226,מלון אחוזת אוהלו אגשח בעמ,כנרת (קבוצה),אין 1
316E24F8-0780-EF11-81A1-005056816226,יל לויקיישן בעמ,טבריה,גוש עציון 11 11
356E24F8-0780-EF11-81A1-005056816226,אחוזת רנה,תל אביב - יפו,סמטת בית הבד 3
376E24F8-0780-EF11-81A1-005056816226,מלונות רפאל בע"מ,תל אביב - יפו,אלנבי 6
396E24F8-0780-EF11-81A1-005056816226,משואה למלונאות ונופש בע"מ (מלון יהודה),ירושלים,קוליץ 1
3B6E24F8-0780-EF11-81A1-005056816226,דירות שוק הכרמל Aspentlv Shlomo Swissa,תל אביב - יפו,הכרמל 11
3D6E24F8-0780-EF11-81A1-005056816226,אלפרד מלונות אורבניים בע"מ,תל אביב - יפו,ירקון 78
3F6E24F8-0780-EF11-81A1-005056816226,מלון דירות ספיר,באר שבע,קרן קיימת לישראל 113
416E24F8-0780-EF11-81A1-005056816226,מגדלה בע"מ,מגדל,מגדל 1
436E24F8-0780-EF11-81A1-005056816226,ווסט אשדוד- טמרס נופש בע"מ,אשדוד,הטיילת 21
456E24F8-0780-EF11-81A1-005056816226,פלורנטין האוס,תל אביב - יפו,פלורנטין 6
496E24F8-0780-EF11-81A1-005056816226,בר-און ושות',בן עמי,החושל 27
4B6E24F8-0780-EF11-81A1-005056816226,סול קפיטל בע"מ,תל אביב - יפו,טרומפלדור 12
4D6E24F8-0780-EF11-81A1-005056816226,טאי שירותי ניהול אירוח בעמ,תל אביב - יפו,סמטת בית השואבה 20
4F6E24F8-0780-EF11-81A1-005056816226,ניהול ותפעול מלונותימים ואגמים-מלון לוט ים המלח,נווה זוהר,מלון לוט ים המלח 1
516E24F8-0780-EF11-81A1-005056816226,מלונות ויצמן סיטי בע"מ,תל אביב - יפו,ויצמן 14
536E24F8-0780-EF11-81A1-005056816226,סנט אנדרוס גלילי בע"מ המלון הסקוטי,טבריה,גדוד ברק 1
556E24F8-0780-EF11-81A1-005056816226,מלון דונה גרציה בעמ,טבריה,הפרחים 3
596E24F8-0780-EF11-81A1-005056816226,סי אס פלוס בע"מ,גבעתיים,המעיין 32
5D6E24F8-0780-EF11-81A1-005056816226,אלטשולר מזרחי,תל אביב - יפו,מזרחי 27
5F6E24F8-0780-EF11-81A1-005056816226,תיירות אל-רום אגש"ח בע"מ,אל-רום,אל-רום 1
656E24F8-0780-EF11-81A1-005056816226,הבית העות'מאני,באר שבע,האבות 9
676E24F8-0780-EF11-81A1-005056816226,ג.א.י מואה במדבר בע"מ,צופר,תד 107 107
696E24F8-0780-EF11-81A1-005056816226,לייקהאוס - ארנ מלונות טבריה בע"מ,טבריה,דרך המרחצאות 1
716E24F8-0780-EF11-81A1-005056816226,מלון צופיה כנרת,טבריה,הפלמ"ח 12
736E24F8-0780-EF11-81A1-005056816226,יבוא ויצוא סובב עולם בע"מ,חיפה,הרצל 63
7D6E24F8-0780-EF11-81A1-005056816226,מלון מרגוזה,תל אביב - יפו,אברהם אבן שושן 1
7F6E24F8-0780-EF11-81A1-005056816226,אלאיה פולג,נתניה,שולמית 3
816E24F8-0780-EF11-81A1-005056816226,מלון אינק (טי.אל.וי) בעמ,תל אביב - יפו,ברנר 14
836E24F8-0780-EF11-81A1-005056816226,ש.א.א מלונאות בע"מ,חיפה,דרך יפו 28
856E24F8-0780-EF11-81A1-005056816226,פורט סיטי חיפה - שא.א.א מלונאות,חיפה,דרך יפו 28
876E24F8-0780-EF11-81A1-005056816226,Apartment and studios on the beach,תל אביב - יפו,הירקון 270
896E24F8-0780-EF11-81A1-005056816226,דירות חוף בע"מ,תל אביב - יפו,זמנהוף 4
8B6E24F8-0780-EF11-81A1-005056816226,קאבלר'ס האוס,תל אביב - יפו,אילת 8
8D6E24F8-0780-EF11-81A1-005056816226,הירקון 45,תל אביב - יפו,הירקון 45
8F6E24F8-0780-EF11-81A1-005056816226,תימורה בע"מ - מלון מטרופוליטן,תל אביב - יפו,טרומפלדור 11
916E24F8-0780-EF11-81A1-005056816226,מלון רסטל טבריה (חברת הר וים מלונות בעמ),טבריה,יהודה הלוי 2
956E24F8-0780-EF11-81A1-005056816226,מלון עטרה (פנורמה לשעבר),טבריה,הגליל 56
9F6E24F8-0780-EF11-81A1-005056816226,YalaRent mountainside Hotel apartments Eilat,אילת,דרך הבשמים 139
A16E24F8-0780-EF11-81A1-005056816226,Yalarent Hawaii  Hotel Apartments Eilat,אילת,אנפה 7
A36E24F8-0780-EF11-81A1-005056816226,YalaRent C Kinneret Hotel apartments Migdal,מגדל,התפוז 1
A56E24F8-0780-EF11-81A1-005056816226,YalaRent Migdalor Hotel Apartments with Sea Views,טבריה,הפלמח 3
A76E24F8-0780-EF11-81A1-005056816226,מירבל פלאזה,חיפה,יפה נוף 111
A96E24F8-0780-EF11-81A1-005056816226,נ.י. אשקלון בע"מ,אשקלון,גולני 12
AD6E24F8-0780-EF11-81A1-005056816226,להאט ולנשום במורן אגודה שיתופית חקלאית בע"מ,מורן,הזית 1
B16E24F8-0780-EF11-81A1-005056816226,בראון גולדן האוס,תל אביב - יפו,הירקון 62
B36E24F8-0780-EF11-81A1-005056816226,מלון המושבה כפר תבור חברת י.ג.מ.ח ייזום והשקעות בע,כפר תבור,צומת גזית 1
B56E24F8-0780-EF11-81A1-005056816226,חברת מלוני השרון בע"מ,הרצליה,אלי לנדאו 4
B76E24F8-0780-EF11-81A1-005056816226,צימרים בנחת,נחם,התאנה 35
B96E24F8-0780-EF11-81A1-005056816226,קלאב הוטל אילת - קלאב הוטל ניהול (1996) בע"מ,אילת,דרך הערבה 4444
BD6E24F8-0780-EF11-81A1-005056816226,מלון קיסר טבריה  בע"מ,טבריה,הטיילת 103
BF6E24F8-0780-EF11-81A1-005056816226,מלון קיסר ירושלים  בע"מ,ירושלים,יפו 208
C16E24F8-0780-EF11-81A1-005056816226,אילנית מלונאות ספורט ונופש בע"מ,אילת,החוף הצפוני 1
C36E24F8-0780-EF11-81A1-005056816226,מלון סאטורי חיפה , חברה צפל ניהול והשקעות בעמ,חיפה,הרצל 61
C56E24F8-0780-EF11-81A1-005056816226,מלון חוף עכו  - ביכורים בתי מלון,עכו,דרך הארבעה 1
C96E24F8-0780-EF11-81A1-005056816226,בית הארחה קליה בע"מ,קליה,אין 1
D16E24F8-0780-EF11-81A1-005056816226,מלון מאייר האוס תל אביב,תל אביב - יפו,ד'יזינגוף 98
D36E24F8-0780-EF11-81A1-005056816226,מלון אקוודוקט רגבה,רגבה,מתחם סנדרין 1
D56E24F8-0780-EF11-81A1-005056816226,מלון אקוודוקט - מלון האחוזה ונוס בע"מ ח.פ 51698968,רגבה,אמנון ותמר 1
D76E24F8-0780-EF11-81A1-005056816226,מלון סינט ת'א (חברת מלונות אפריקה הגילגל בע'מ),תל אביב - יפו,נס ציונה 6
D96E24F8-0780-EF11-81A1-005056816226,דירות נופש אלמוגים אילת,אילת,משאול התנאים 4
DB6E24F8-0780-EF11-81A1-005056816226,ורה בוטיק בעמ,תל אביב - יפו,לילינבלום 27
DD6E24F8-0780-EF11-81A1-005056816226,אחוזת הספא 38 בע"מ,רחובות,משה ייתום 38
